Value,Count,Numeric
"danielsville, georgia, united states","5,404",5404
"sittingbourne, kent, united kingdom","5,402",5402
"edgefield, south carolina, united states","5,400",5400
"uhrichsville, ohio, united states","5,400",5400
"everett, pennsylvania, united states","5,398",5398
"northlake, illinois, united states","5,397",5397
"novy jicin, moravskoslezsky kraj, czechia","5,396",5396
"bayfield, colorado, united states","5,395",5395
"campobello, south carolina, united states","5,395",5395
"eagle, colorado, united states","5,395",5395
"del city, oklahoma, united states","5,394",5394
"santo antonio da platina, parana, brazil","5,392",5392
"fayette, pennsylvania, united states","5,391",5391
"porbandar, gujarat, india","5,391",5391
"frackville, pennsylvania, united states","5,390",5390
"castroville, texas, united states","5,388",5388
"cowpens, south carolina, united states","5,387",5387
"erwin, north carolina, united states","5,384",5384
"mountville, pennsylvania, united states","5,384",5384
"hampden, maine, united states","5,382",5382
"edwards, colorado, united states","5,381",5381
"new lebanon, ohio, united states","5,380",5380
"nizamabad, andhra pradesh, india","5,380",5380
"de witt, iowa, united states","5,377",5377
"becker, minnesota, united states","5,374",5374
"corinth, texas, united states","5,374",5374
"oakmont, pennsylvania, united states","5,374",5374
"anthony, new mexico, united states","5,371",5371
"lake mills, wisconsin, united states","5,369",5369
"milford, new jersey, united states","5,369",5369
"norwood, north carolina, united states","5,368",5368
"south hill, virginia, united states","5,368",5368
"hyvinkaa, southern finland, finland","5,366",5366
"stratford, new jersey, united states","5,366",5366
"canutillo, texas, united states","5,364",5364
"celina, texas, united states","5,364",5364
"middleton, idaho, united states","5,364",5364
"friday harbor, washington, united states","5,363",5363
"playa del rey, california, united states","5,363",5363
"sunny isles beach, florida, united states","5,363",5363
"kingsland, texas, united states","5,362",5362
"acton, california, united states","5,360",5360
"centerton, arkansas, united states","5,359",5359
"imphal, manipur, india","5,359",5359
"tazewell, tennessee, united states","5,359",5359
"white oak, texas, united states","5,358",5358
"duncan, british columbia, canada","5,357",5357
"denton, north carolina, united states","5,356",5356
"montevideo, minnesota, united states","5,355",5355
"calimesa, california, united states","5,351",5351
"orwigsburg, pennsylvania, united states","5,350",5350
"walton, florida, united states","5,350",5350
"davidsonville, maryland, united states","5,349",5349
"kountze, texas, united states","5,348",5348
"chesapeake, ohio, united states","5,347",5347
"wadsworth, illinois, united states","5,347",5347
"artur nogueira, sao paulo, brazil","5,346",5346
"chadds ford, pennsylvania, united states","5,345",5345
"west newton, pennsylvania, united states","5,345",5345
"shāhjahānpur, uttar pradesh, india","5,343",5343
"statham, georgia, united states","5,343",5343
"gray, louisiana, united states","5,341",5341
"hale‘iwa, hawaii, united states","5,340",5340
"windsor, north carolina, united states","5,339",5339
"lowville, new york, united states","5,338",5338
"valencia, pennsylvania, united states","5,338",5338
"hollis, new hampshire, united states","5,335",5335
"mathis, texas, united states","5,334",5334
"crestline, ohio, united states","5,333",5333
"brentwood, essex, united kingdom","5,332",5332
"gillingham, kent, united kingdom","5,331",5331
"finksburg, maryland, united states","5,330",5330
"moose jaw, saskatchewan, canada","5,328",5328
"georgetown, massachusetts, united states","5,326",5326
"nolensville, tennessee, united states","5,326",5326
"icara, santa catarina, brazil","5,323",5323
"ibaraki, osaka, japan","5,322",5322
"greenfield, california, united states","5,321",5321
"centralia, missouri, united states","5,320",5320
"seville, ohio, united states","5,319",5319
"bayville, new york, united states","5,318",5318
"comanche, oklahoma, united states","5,316",5316
"beardstown, illinois, united states","5,315",5315
"portage, pennsylvania, united states","5,315",5315
"brownsville, pennsylvania, united states","5,313",5313
"dois irmaos, rio grande do sul, brazil","5,313",5313
"sullivan, illinois, united states","5,313",5313
"evergreen, alabama, united states","5,309",5309
"burgettstown, pennsylvania, united states","5,306",5306
"yorktown, indiana, united states","5,305",5305
"bury st edmunds, suffolk, united kingdom","5,303",5303
"plymouth, new hampshire, united states","5,302",5302
"mcloud, oklahoma, united states","5,299",5299
"dillon, montana, united states","5,298",5298
"voronezh, voronezh, russia","5,298",5298
"glencoe, minnesota, united states","5,297",5297
"wallace, north carolina, united states","5,297",5297
"west sussex, west sussex, united kingdom","5,296",5296
"espanola, new mexico, united states","5,295",5295
"belmont, new hampshire, united states","5,292",5292
"frankenmuth, michigan, united states","5,291",5291
"bisbee, arizona, united states","5,287",5287
"tallapoosa, georgia, united states","5,285",5285
"cassville, missouri, united states","5,282",5282
"maryville, illinois, united states","5,282",5282
"middleburg, pennsylvania, united states","5,282",5282
"braunschweig, lower saxony, germany","5,280",5280
"galesburg, michigan, united states","5,280",5280
"ward, arkansas, united states","5,280",5280
"donaldsonville, louisiana, united states","5,278",5278
"parkesburg, pennsylvania, united states","5,277",5277
"north plainfield, new jersey, united states","5,275",5275
"east windsor, connecticut, united states","5,274",5274
"senhor do bonfim, bahia, brazil","5,274",5274
"winnebago, illinois, united states","5,273",5273
"chadron, nebraska, united states","5,272",5272
"pascoag, rhode island, united states","5,272",5272
"scott city, missouri, united states","5,272",5272
"gales ferry, connecticut, united states","5,270",5270
"farmington, maine, united states","5,269",5269
"santo amaro da imperatriz, santa catarina, brazil","5,267",5267
"carthage, tennessee, united states","5,265",5265
"west union, ohio, united states","5,264",5264
"woodstown, new jersey, united states","5,264",5264
"waverly, tennessee, united states","5,263",5263
"kingsville, missouri, united states","5,261",5261
"caseyville, illinois, united states","5,260",5260
"archbald, pennsylvania, united states","5,259",5259
"belvidere, new jersey, united states","5,257",5257
"denison, iowa, united states","5,257",5257
"douglas, massachusetts, united states","5,257",5257
"flint, texas, united states","5,257",5257
"miranda, queretaro, mexico","5,257",5257
"rustburg, virginia, united states","5,253",5253
"louisburg, kansas, united states","5,252",5252
"swansea, south carolina, united states","5,252",5252
"decatur, tennessee, united states","5,250",5250
"quitman, georgia, united states","5,249",5249
"salem, wisconsin, united states","5,249",5249
"east boston, massachusetts, united states","5,248",5248
"mauston, wisconsin, united states","5,248",5248
"croton on hudson, new york, united states","5,247",5247
"santo ângelo, rio grande do sul, brazil","5,247",5247
"peruíbe, sao paulo, brazil","5,246",5246
"hodgenville, kentucky, united states","5,245",5245
"lake ariel, pennsylvania, united states","5,244",5244
"tres pontas, minas gerais, brazil","5,244",5244
"okotoks, alberta, canada","5,243",5243
"karachi, sindh, pakistan","5,242",5242
"newport, new hampshire, united states","5,242",5242
"bladenboro, north carolina, united states","5,241",5241
"luziânia, goias, brazil","5,241",5241
"marshall, illinois, united states","5,239",5239
"mammoth lakes, california, united states","5,238",5238
"albertville, minnesota, united states","5,235",5235
"sutton, massachusetts, united states","5,233",5233
"mayville, wisconsin, united states","5,232",5232
"burnley, lancashire, united kingdom","5,229",5229
"houghton lake, michigan, united states","5,229",5229
"philomath, oregon, united states","5,229",5229
"shijiazhuang, hebei, china","5,229",5229
"peterborough, new hampshire, united states","5,228",5228
"pen argyl, pennsylvania, united states","5,227",5227
"monett, missouri, united states","5,225",5225
"cataguases, minas gerais, brazil","5,224",5224
"wynantskill, new york, united states","5,224",5224
"lake village, arkansas, united states","5,223",5223
"cianorte, parana, brazil","5,221",5221
"hallettsville, texas, united states","5,220",5220
"rochelle park, new jersey, united states","5,220",5220
"van, van, turkey","5,220",5220
"hamilton, new york, united states","5,219",5219
"center moriches, new york, united states","5,218",5218
"hawthorne, new york, united states","5,218",5218
"floyd, kentucky, united states","5,216",5216
"kirkwall, orkney islands, united kingdom","5,216",5216
"amelia court house, virginia, united states","5,215",5215
"bhuj, gujarat, india","5,214",5214
"medianeira, parana, brazil","5,214",5214
"west jefferson, north carolina, united states","5,214",5214
"old greenwich, connecticut, united states","5,213",5213
"stacy, minnesota, united states","5,213",5213
"clyde, texas, united states","5,211",5211
"pace, florida, united states","5,206",5206
"mentone, california, united states","5,205",5205
"albany, kentucky, united states","5,199",5199
"cedar creek, texas, united states","5,199",5199
"gold canyon, arizona, united states","5,197",5197
"gwinn, michigan, united states","5,197",5197
"wellford, south carolina, united states","5,197",5197
"giddings, texas, united states","5,196",5196
"west park, florida, united states","5,194",5194
"belcamp, maryland, united states","5,192",5192
"cut off, louisiana, united states","5,192",5192
"são gabriel, rio grande do sul, brazil","5,192",5192
"atherton, california, united states","5,191",5191
"patterson, new york, united states","5,191",5191
"woodstock, virginia, united states","5,191",5191
"oliver springs, tennessee, united states","5,190",5190
"settat, casablanca-settat, morocco","5,190",5190
"lebanon, virginia, united states","5,188",5188
"richland, michigan, united states","5,186",5186
"beed, maharashtra, india","5,184",5184
"cos cob, connecticut, united states","5,183",5183
"monticello, illinois, united states","5,183",5183
"west columbia, texas, united states","5,183",5183
"mirzapur, uttar pradesh, india","5,182",5182
"marietta, pennsylvania, united states","5,180",5180
"gadag, karnataka, india","5,178",5178
"laingsburg, michigan, united states","5,178",5178
"magnolia, mississippi, united states","5,176",5176
"white cloud, michigan, united states","5,176",5176
"buchanan, virginia, united states","5,174",5174
"leadville, colorado, united states","5,173",5173
"bay, florida, united states","5,172",5172
"onondaga, new york, united states","5,171",5171
"sao pedro, sao paulo, brazil","5,171",5171
"norwood, pennsylvania, united states","5,170",5170
"prosperity, south carolina, united states","5,170",5170
"berwick, maine, united states","5,168",5168
"islandia, new york, united states","5,168",5168
"new martinsville, west virginia, united states","5,167",5167
"lincolnton, georgia, united states","5,162",5162
"madisonville, louisiana, united states","5,161",5161
"bealeton, virginia, united states","5,158",5158
"greensburg, kentucky, united states","5,158",5158
"kearns, utah, united states","5,158",5158
"almelo, overijssel, netherlands","5,156",5156
"pana, illinois, united states","5,156",5156
"fairfield, pennsylvania, united states","5,155",5155
"mlada boleslav, stredocesky kraj, czechia","5,155",5155
"berlin, wisconsin, united states","5,154",5154
"blandon, pennsylvania, united states","5,151",5151
"carolina beach, north carolina, united states","5,151",5151
"gate city, virginia, united states","5,150",5150
"etowah, tennessee, united states","5,149",5149
"são luiz gonzaga, rio grande do sul, brazil","5,148",5148
"piketon, ohio, united states","5,147",5147
"cresco, iowa, united states","5,144",5144
"farnborough, hampshire, united kingdom","5,143",5143
"millen, georgia, united states","5,143",5143
"reutlingen, baden-wurttemberg, germany","5,143",5143
"ponte vedra, florida, united states","5,142",5142
"rio negrinho, santa catarina, brazil","5,142",5142
"sturbridge, massachusetts, united states","5,142",5142
"comanche, texas, united states","5,141",5141
"elkmont, alabama, united states","5,139",5139
"jemison, alabama, united states","5,137",5137
"plymouth, north carolina, united states","5,137",5137
"ravenswood, west virginia, united states","5,137",5137
"dadeville, alabama, united states","5,135",5135
"kortrijk, flanders, belgium","5,135",5135
"holden, missouri, united states","5,134",5134
"graniteville, south carolina, united states","5,132",5132
"wrightsville, pennsylvania, united states","5,132",5132
"whistler, british columbia, canada","5,131",5131
"quitman, texas, united states","5,130",5130
"east patchogue, new york, united states","5,128",5128
"ione, california, united states","5,128",5128
"gilford, new hampshire, united states","5,127",5127
"marine city, michigan, united states","5,127",5127
"cannock, staffordshire, united kingdom","5,125",5125
"saint johnsbury, vermont, united states","5,123",5123
"gentry, arkansas, united states","5,122",5122
"negaunee, michigan, united states","5,120",5120
"tompkinsville, kentucky, united states","5,120",5120
"veneta, oregon, united states","5,120",5120
"dunkirk, maryland, united states","5,119",5119
"riverside, connecticut, united states","5,119",5119
"begusarāi, bihar, india","5,117",5117
"essex, massachusetts, united states","5,117",5117
"eldorado do sul, rio grande do sul, brazil","5,116",5116
"montrose, michigan, united states","5,116",5116
"landrum, south carolina, united states","5,115",5115
"ellenville, new york, united states","5,114",5114
"jamestown, rhode island, united states","5,114",5114
"tailândia, para, brazil","5,114",5114
"churubusco, indiana, united states","5,112",5112
"roma, texas, united states","5,112",5112
"winnsboro, louisiana, united states","5,111",5111
"isernia, molise, italy","5,110",5110
"naviraí, mato grosso do sul, brazil","5,110",5110
"quincy, washington, united states","5,110",5110
"shillong, meghalaya, india","5,110",5110
"aquidauana, mato grosso do sul, brazil","5,108",5108
"caçador, santa catarina, brazil","5,108",5108
"hayden, alabama, united states","5,108",5108
"regensburg, bavaria, germany","5,108",5108
"union city, pennsylvania, united states","5,104",5104
"maui, hawaii, united states","5,103",5103
"watchung, new jersey, united states","5,103",5103
"will, illinois, united states","5,102",5102
"oregon, illinois, united states","5,099",5099
"huntington, texas, united states","5,098",5098
"coleman, texas, united states","5,096",5096
"iuka, mississippi, united states","5,096",5096
"grosse pointe woods, michigan, united states","5,095",5095
"charleston, missouri, united states","5,093",5093
"dundee, michigan, united states","5,092",5092
"krum, texas, united states","5,092",5092
"carroll, ohio, united states","5,088",5088
"cardington, ohio, united states","5,087",5087
"grand terrace, california, united states","5,087",5087
"koraput, orissa, india","5,086",5086
"falling waters, west virginia, united states","5,084",5084
"iron station, north carolina, united states","5,083",5083
"estherville, iowa, united states","5,080",5080
"newland, north carolina, united states","5,080",5080
"limoeiro do norte, ceará, brazil","5,076",5076
"mount vernon, kentucky, united states","5,075",5075
"rose hill, kansas, united states","5,072",5072
"selbyville, delaware, united states","5,070",5070
"paulding, ohio, united states","5,069",5069
"talbott, tennessee, united states","5,069",5069
"jordan, minnesota, united states","5,067",5067
"formosa, goias, brazil","5,066",5066
"itapema, santa catarina, brazil","5,063",5063
"pevely, missouri, united states","5,063",5063
"carrington, midlothian, united kingdom","5,062",5062
"peru, illinois, united states","5,062",5062
"belle fourche, south dakota, united states","5,059",5059
"demorest, georgia, united states","5,058",5058
"errachidia, draa-tafilalet, morocco","5,057",5057
"parlier, california, united states","5,057",5057
"stanton, kentucky, united states","5,056",5056
"allen, indiana, united states","5,055",5055
"east palestine, ohio, united states","5,055",5055
"merida, extremadura, spain","5,055",5055
"mandsaur, madhya pradesh, india","5,054",5054
"nuneaton, warwickshire, united kingdom","5,054",5054
"quimper, brittany, france","5,050",5050
"pulaski, new york, united states","5,049",5049
"belle plaine, minnesota, united states","5,046",5046
"manchester, michigan, united states","5,044",5044
"burr ridge, illinois, united states","5,043",5043
"lake park, georgia, united states","5,041",5041
"lamar, mississippi, united states","5,041",5041
"south dennis, massachusetts, united states","5,041",5041
"cáceres, mato grosso, brazil","5,040",5040
"athens, attiki, greece","5,036",5036
"cannon falls, minnesota, united states","5,036",5036
"gray, maine, united states","5,035",5035
"anthem, arizona, united states","5,034",5034
"fort rucker, alabama, united states","5,033",5033
"rockville, indiana, united states","5,032",5032
"ulster, new york, united states","5,032",5032
"dunlap, illinois, united states","5,031",5031
"newton, mississippi, united states","5,031",5031
"houston, mississippi, united states","5,030",5030
"evansdale, iowa, united states","5,026",5026
"lanoka harbor, new jersey, united states","5,026",5026
"big pine key, florida, united states","5,025",5025
"fort meade, florida, united states","5,025",5025
"grosse ile, michigan, united states","5,025",5025
"natrona heights, pennsylvania, united states","5,025",5025
"muscogee, georgia, united states","5,022",5022
"osceola, wisconsin, united states","5,022",5022
"farmersville, texas, united states","5,021",5021
"llandrindod wells, powys, united kingdom","5,021",5021
"oreland, pennsylvania, united states","5,021",5021
"anna, illinois, united states","5,020",5020
"joensuu, north karelia, finland","5,019",5019
"lycoming, pennsylvania, united states","5,019",5019
"aruja, sao paulo, brazil","5,018",5018
"dover, tennessee, united states","5,018",5018
"shelley, idaho, united states","5,016",5016
"highland mills, new york, united states","5,014",5014
"wyncote, pennsylvania, united states","5,013",5013
"brockville, ontario, canada","5,008",5008
"newbern, tennessee, united states","5,008",5008
"cochise, arizona, united states","5,006",5006
"ridgeville, south carolina, united states","5,002",5002
"amparo, sao paulo, brazil","5,001",5001
"harrisville, rhode island, united states","5,001",5001
"flores da cunha, rio grande do sul, brazil","5,000",5000
"east prairie, missouri, united states","4,999",4999
"nokesville, virginia, united states","4,998",4998
"pauri, uttarakhand, india","4,997",4997
"west salem, wisconsin, united states","4,997",4997
"helena, arkansas, united states","4,994",4994
"wythe, virginia, united states","4,994",4994
"newport, pennsylvania, united states","4,993",4993
"south glens falls, new york, united states","4,993",4993
"box elder, south dakota, united states","4,992",4992
"morris, minnesota, united states","4,992",4992
"wilmore, kentucky, united states","4,992",4992
"pocomoke city, maryland, united states","4,989",4989
"slaton, texas, united states","4,989",4989
"colts neck, new jersey, united states","4,987",4987
"miami lakes, florida, united states","4,985",4985
"new carrollton, maryland, united states","4,984",4984
"spencer, west virginia, united states","4,984",4984
"pearsall, texas, united states","4,983",4983
"pike road, alabama, united states","4,983",4983
"barnesville, ohio, united states","4,982",4982
"woodbine, new jersey, united states","4,982",4982
"clayton, delaware, united states","4,981",4981
"oak ridge, new jersey, united states","4,981",4981
"millstadt, illinois, united states","4,978",4978
"barra bonita, sao paulo, brazil","4,977",4977
"west bridgewater, massachusetts, united states","4,977",4977
"allentown, new jersey, united states","4,975",4975
"januária, minas gerais, brazil","4,974",4974
"wheatland, wyoming, united states","4,973",4973
"chariton, iowa, united states","4,972",4972
"rockport, massachusetts, united states","4,972",4972
"falmouth, kentucky, united states","4,971",4971
"knob noster, missouri, united states","4,971",4971
"chapmanville, west virginia, united states","4,968",4968
"east weymouth, massachusetts, united states","4,968",4968
"toppenish, washington, united states","4,968",4968
"usti, ustecky kraj, czechia","4,968",4968
"buxton, maine, united states","4,966",4966
"smiths station, alabama, united states","4,965",4965
"willard, missouri, united states","4,964",4964
"fuenlabrada, madrid, spain","4,963",4963
"eastland, texas, united states","4,962",4962
"west point, new york, united states","4,962",4962
"meredith, new hampshire, united states","4,961",4961
"pequot lakes, minnesota, united states","4,960",4960
"pachuca, hidalgo, mexico","4,959",4959
"durham, connecticut, united states","4,958",4958
"elm city, north carolina, united states","4,958",4958
"weston, connecticut, united states","4,957",4957
"willcox, arizona, united states","4,956",4956
"itamaraju, bahia, brazil","4,955",4955
"andover, hampshire, united kingdom","4,954",4954
"homer city, pennsylvania, united states","4,954",4954
"mineral, virginia, united states","4,954",4954
"glen rock, pennsylvania, united states","4,953",4953
"pageland, south carolina, united states","4,953",4953
"volgograd, volgograd, russia","4,953",4953
"winooski, vermont, united states","4,952",4952
"port isabel, texas, united states","4,950",4950
"wind gap, pennsylvania, united states","4,949",4949
"satsuma, alabama, united states","4,948",4948
"follansbee, west virginia, united states","4,947",4947
"kiln, mississippi, united states","4,947",4947
"beaver dam, kentucky, united states","4,945",4945
"las rozas de madrid, madrid, spain","4,941",4941
"citra, florida, united states","4,939",4939
"kenmore, new york, united states","4,939",4939
"flat rock, north carolina, united states","4,937",4937
"hollywood, south carolina, united states","4,937",4937
"live oak, california, united states","4,934",4934
"dover, arkansas, united states","4,933",4933
"aitkin, minnesota, united states","4,932",4932
"barra do pirai, rio de janeiro, brazil","4,932",4932
"brookshire, texas, united states","4,932",4932
"delphos, ohio, united states","4,932",4932
"wellington, colorado, united states","4,931",4931
"homer, new york, united states","4,929",4929
"lagoa da prata, minas gerais, brazil","4,929",4929
"erath, louisiana, united states","4,927",4927
"lubeck, schleswig-holstein, germany","4,927",4927
"sibsāgar, assam, india","4,927",4927
"chelan, washington, united states","4,926",4926
"newcastle, oklahoma, united states","4,926",4926
"west jefferson, ohio, united states","4,926",4926
"kingston, georgia, united states","4,922",4922
"millburn, new jersey, united states","4,922",4922
"coeburn, virginia, united states","4,921",4921
"lincroft, new jersey, united states","4,921",4921
"mairipora, sao paulo, brazil","4,921",4921
"north bellmore, new york, united states","4,921",4921
"union grove, wisconsin, united states","4,921",4921
"agartala, tripura, india","4,917",4917
"elmendorf, texas, united states","4,916",4916
"brooklet, georgia, united states","4,914",4914
"tenino, washington, united states","4,913",4913
"pelion, south carolina, united states","4,912",4912
"calistoga, california, united states","4,910",4910
"lincoln, maine, united states","4,910",4910
"st martin, louisiana, united states","4,910",4910
"littlefield, texas, united states","4,909",4909
"orleans, massachusetts, united states","4,909",4909
"buna, texas, united states","4,903",4903
"gravesend, kent, united kingdom","4,903",4903
"fulda, hessen, germany","4,902",4902
"abaetetuba, para, brazil","4,901",4901
"farmington, new hampshire, united states","4,899",4899
"salado, texas, united states","4,899",4899
"westmount, quebec, canada","4,898",4898
"waikoloa, hawaii, united states","4,896",4896
"west henrietta, new york, united states","4,896",4896
"epping, new hampshire, united states","4,895",4895
"hollywood, california, united states","4,895",4895
"eloy, arizona, united states","4,894",4894
"kewaskum, wisconsin, united states","4,894",4894
"rio bonito, rio de janeiro, brazil","4,894",4894
"hockley, texas, united states","4,892",4892
"ashland, pennsylvania, united states","4,891",4891
"canoinhas, santa catarina, brazil","4,891",4891
"thomasville, alabama, united states","4,891",4891
"kempten (allgäu), bavaria, germany","4,890",4890
"new tazewell, tennessee, united states","4,890",4890
"oss, north brabant, netherlands","4,890",4890
"hughesville, pennsylvania, united states","4,889",4889
"landry, louisiana, united states","4,888",4888
"harlan, iowa, united states","4,887",4887
"truro, nova scotia, canada","4,887",4887
"dupont, washington, united states","4,885",4885
"yerington, nevada, united states","4,885",4885
"caratinga, minas gerais, brazil","4,884",4884
"hayesville, north carolina, united states","4,884",4884
"jonestown, pennsylvania, united states","4,884",4884
"sultanpur, uttar pradesh, india","4,883",4883
"west newton, massachusetts, united states","4,883",4883
"farroupilha, rio grande do sul, brazil","4,881",4881
"roebuck, south carolina, united states","4,881",4881
"hillsville, virginia, united states","4,880",4880
"momence, illinois, united states","4,880",4880
"dale city, virginia, united states","4,876",4876
"nekoosa, wisconsin, united states","4,876",4876
"sterling, massachusetts, united states","4,876",4876
"lewisberry, pennsylvania, united states","4,875",4875
"newtonville, massachusetts, united states","4,875",4875
"neubrandenburg, mecklenburg-vorpommern, germany","4,874",4874
"camden wyoming, delaware, united states","4,873",4873
"hanover, indiana, united states","4,873",4873
"hoshangābād, madhya pradesh, india","4,873",4873
"jacobina, bahia, brazil","4,873",4873
"flora, illinois, united states","4,872",4872
"weeki wachee, florida, united states","4,872",4872
"heerlen, limburg, netherlands","4,871",4871
"dresher, pennsylvania, united states","4,870",4870
"east bend, north carolina, united states","4,870",4870
"emmen, drenthe, netherlands","4,870",4870
"scurry, texas, united states","4,869",4869
"youngstown, florida, united states","4,868",4868
"leesport, pennsylvania, united states","4,866",4866
"nuevo, california, united states","4,866",4866
"silver springs, nevada, united states","4,864",4864
"somerville, alabama, united states","4,864",4864
"centerville, tennessee, united states","4,863",4863
"county of derbyshire, derbyshire, united kingdom","4,862",4862
"aldie, virginia, united states","4,860",4860
"concordia, kansas, united states","4,860",4860
"genoa, illinois, united states","4,858",4858
"calumet park, illinois, united states","4,857",4857
"chocowinity, north carolina, united states","4,857",4857
"center valley, pennsylvania, united states","4,856",4856
"grass lake, michigan, united states","4,854",4854
"roosendaal, north brabant, netherlands","4,854",4854
"calvert city, kentucky, united states","4,853",4853
"carmi, illinois, united states","4,852",4852
"irkutsk, irkutsk, russia","4,852",4852
"conley, georgia, united states","4,850",4850
"guanambi, bahia, brazil","4,850",4850
"judsonia, arkansas, united states","4,850",4850
"rogue river, oregon, united states","4,850",4850
"duson, louisiana, united states","4,849",4849
"glenn dale, maryland, united states","4,849",4849
"north judson, indiana, united states","4,848",4848
"roseville, minnesota, united states","4,848",4848
"strafford, missouri, united states","4,847",4847
"maldah, west bengal, india","4,846",4846
"phoenix, new york, united states","4,846",4846
"brookeville, maryland, united states","4,845",4845
"raebareli, uttar pradesh, india","4,843",4843
"rhome, texas, united states","4,843",4843
"campo belo, minas gerais, brazil","4,842",4842
"hearne, texas, united states","4,842",4842
"woodstock, new york, united states","4,842",4842
"ashburn, georgia, united states","4,840",4840
"winthrop harbor, illinois, united states","4,840",4840
"castroville, california, united states","4,839",4839
"cohasset, massachusetts, united states","4,839",4839
"everson, washington, united states","4,839",4839
"millington, michigan, united states","4,839",4839
"cassopolis, michigan, united states","4,838",4838
"swansboro, north carolina, united states","4,837",4837
"wayne, nebraska, united states","4,837",4837
"fort polk, louisiana, united states","4,835",4835
"dalton, massachusetts, united states","4,834",4834
"valença, bahia, brazil","4,833",4833
"mascouche, quebec, canada","4,832",4832
"burhanpur, madhya pradesh, india","4,831",4831
"etāwah, uttar pradesh, india","4,831",4831
"gordon, georgia, united states","4,831",4831
"delton, michigan, united states","4,830",4830
"floral city, florida, united states","4,827",4827
"whitesburg, kentucky, united states","4,827",4827
"itanhaem, sao paulo, brazil","4,826",4826
"keithville, louisiana, united states","4,826",4826
"mount shasta, california, united states","4,826",4826
"newcomerstown, ohio, united states","4,824",4824
"banbury, oxfordshire, united kingdom","4,823",4823
"twin lakes, wisconsin, united states","4,823",4823
"lake city, michigan, united states","4,822",4822
"marlin, texas, united states","4,822",4822
"shoreham, new york, united states","4,822",4822
"ocilla, georgia, united states","4,821",4821
"tuscola, illinois, united states","4,820",4820
"chaparral, new mexico, united states","4,818",4818
"rovaniemi, lapland, finland","4,818",4818
"hemingway, south carolina, united states","4,816",4816
"taylor, pennsylvania, united states","4,816",4816
"harbin, heilongjiang, china","4,814",4814
"calhan, colorado, united states","4,813",4813
"bostic, north carolina, united states","4,812",4812
"palm springs, florida, united states","4,811",4811
"austin, arkansas, united states","4,809",4809
"chandler, oklahoma, united states","4,805",4805
"fatehgarh sahib, punjab, india","4,805",4805
"coats, north carolina, united states","4,804",4804
"coupeville, washington, united states","4,803",4803
"jonquiere, quebec, canada","4,803",4803
"milaca, minnesota, united states","4,802",4802
"port gibson, mississippi, united states","4,802",4802
"pleasant view, tennessee, united states","4,801",4801
"port deposit, maryland, united states","4,799",4799
"buffalo, wyoming, united states","4,798",4798
"spring hope, north carolina, united states","4,797",4797
"volusia, florida, united states","4,797",4797
"genoa city, wisconsin, united states","4,796",4796
"pfafftown, north carolina, united states","4,796",4796
"doetinchem, gelderland, netherlands","4,795",4795
"teruel, aragon, spain","4,794",4794
"yaphank, new york, united states","4,794",4794
"carroll, tennessee, united states","4,791",4791
"catawba, north carolina, united states","4,790",4790
"lake isabella, california, united states","4,785",4785
"jefferson, iowa, united states","4,782",4782
"vanda, southern finland, finland","4,781",4781
"moosic, pennsylvania, united states","4,780",4780
"ramsgate, kent, united kingdom","4,780",4780
"speedway, indiana, united states","4,779",4779
"campos novos, santa catarina, brazil","4,778",4778
"lucas, ohio, united states","4,776",4776
"bellville, ohio, united states","4,775",4775
"jarrettsville, maryland, united states","4,774",4774
"swansea, illinois, united states","4,774",4774
"dunwoody, georgia, united states","4,772",4772
"hampstead, new hampshire, united states","4,771",4771
"lamont, california, united states","4,771",4771
"annandale, minnesota, united states","4,770",4770
"tafilalet, meknes-tafilalet, morocco","4,769",4769
"vsetin, zlinsky kraj, czechia","4,768",4768
"colfax, california, united states","4,766",4766
"kuala terengganu, terengganu, malaysia","4,766",4766
"sauk village, illinois, united states","4,766",4766
"dawson springs, kentucky, united states","4,764",4764
"uruapan, michoacan de ocampo, mexico","4,763",4763
"seven hills, ohio, united states","4,762",4762
"itanhaém, sao paulo, brazil","4,761",4761
"orangeburg, new york, united states","4,761",4761
"walbridge, ohio, united states","4,761",4761
"aizawl, mizoram, india","4,760",4760
"leflore, oklahoma, united states","4,760",4760
"carlyle, illinois, united states","4,759",4759
"fennville, michigan, united states","4,759",4759
"tomsk, tomsk, russia","4,759",4759
"jagatsinghapur, orissa, india","4,758",4758
"moga, punjab, india","4,758",4758
"saint joseph, minnesota, united states","4,758",4758
"duquesne, pennsylvania, united states","4,756",4756
"north billerica, massachusetts, united states","4,756",4756
"cicero, indiana, united states","4,755",4755
"elmore, alabama, united states","4,754",4754
"north sioux city, south dakota, united states","4,753",4753
"sheridan, indiana, united states","4,753",4753
"east cleveland, ohio, united states","4,752",4752
"jamestown, ohio, united states","4,752",4752
"kettering, northamptonshire, united kingdom","4,752",4752
"lula, georgia, united states","4,752",4752
"columbus, wisconsin, united states","4,751",4751
"hitchin, hertfordshire, united kingdom","4,751",4751
"viroqua, wisconsin, united states","4,751",4751
"currais novos, rio grande do norte, brazil","4,750",4750
"diboll, texas, united states","4,749",4749
"enkoping, uppsala lan, sweden","4,749",4749
"betul bazar, madhya pradesh, india","4,748",4748
"warrenton, north carolina, united states","4,748",4748
"blountsville, alabama, united states","4,746",4746
"paris, arkansas, united states","4,744",4744
